,source,edge,target
2505,BVT algorithm,supports,best time effort
2506,Thread  i,has,virtual  time
2507,thread,maintains,virtual  thread
2508,threads,dispatched_in,threads
2509,thread,allows,future CPU allocation
2510,real  thread,measures,other  mcu
2511,thread,charged,integer  mcu
2512,longer  policy,prevents,longer  time
2513,threads,allowed,virtual  time
2514,thread,consumes,larger  thread
2515,τi,maintains,time ki weight run
2516,virtual  time,switch_from,current running thread
2517,example,illustrates,best effort applications
2518,thread,has,twice  second
2519,We,consider,9 time mcu
2520,threads,allowed,6  mcu
2521,Threads,activated_at,times
2522,switches,occur_at_real,real  times
2523,time,expressed_in,mcu
2524,which,occurs,2  mcu
2525,Table,shows,two  context
2526,equal  thread,incremented_by,switch time allocation
2527,virtual  first,compares,virtual  time
2528,running time thread,appears_as,diagonal  line
2529,period,displayed_as,horizontal  line
2530,two  threads,see,real  time
2531,two  threads,allocated_equal,virtual  time
2532,Next  we,consider,previous  example
2533,thread which,triggered_by,running  thread
2534,warp,gives,Wc thread
2535,Figure,shows,three  threads
2536,c.,preempts,current running thread
2537,guiding  mechanisms,refers_to,policies
2538,mechanisms,represent,the
2539,Lampson,offer_solid,solid operating system design
2540,policies,grouped_into,five  classes
2541,additional  that,accept,already  progress
2542,that,prevent,system
2543,when search state,requires,individual  systems
2544,same  we,encounter,same  one
2545,relative  loads,consider,respectively loads capacity
2546,perfect load servers,end_with,− 50 − capacity
2547,critical  goal,minimizing,particular energy consumption
2548,standby  server,want,less  energy
2549,full  C,loaded,standby  mode
2550,full  C,loaded,full  capacity
2551,mobile  techniques,migrated_to,high performance servers
2552,lower  performance,decreases,slower energy consumption
2553,Table,shows,modern clock rate
2554,maximum  performance,save,2.2 peak GHz
2555,mechanisms,scale,e.g. energy conservation
2556,complex  that,require_complex,effectively  time
2557,techniques,concentrated_on,system system
2558,techniques,include,rarely energy tradeoffs
2559,optimization servers,viewed_as,overload
2560,techniques,based_on,disciplined computer approach
2561,theory,uses,global system behavior
2562,filters,used_for,simplified  models
2563,techniques,need,performance
2564,technique,applied_to,autonomic system 187
2565,approaches,require,user level 9
2566,mechanisms,require,combinatorial  333
2567,distinction,made_between_interactive,interactive  workloads
2568,dynamic application those,involve,noninteractive  workloads
2569,those,focused,noninteractive  workloads
2570,amount,is_devoted,heterogeneous resource two
2571,management,affects,basic  system
2572,management,has,indirect  system
2573,Indeed  functions,become,poor  performance
2574,management,requires_complex,objective  optimization
2575,strategies,differ_from,three cloud delivery one
2576,that,faced_with_large,cloud elasticity
2577,resources,provisioned_in,seasonal Web spikes
2578,Scaling,used_for_unplanned,unplanned spike loads
2579,control loop,is,real  resources
2580,that,allows,control loop
2581,Scaling,supported_by,such Google App Engine
2582,centralized  control,argued_for,continuous  service
2583,adequate cloud management that,provide_adequate,adequate cloud management policies
2584,We,start,cloud resource Section
2585,approach,discussed_in,resource Sections
2586,algorithm,presented_in,autonomic performance Section
2587,6.6  we,discuss,Web service
2588,Next  we,present,combinatorial resource Section
2589,queuing,analyzed_in,virtual time scheduling Sections
2590,impact,presented_in,resource Sections
2591,theory,used,222 Web servers
2592,feedback control,assumes,invariant system model
2593,open system transfer that,based_on,stability  constraints
2594,technique,discussed,managing control 369
2595,operating constraints,allows_multiple,alone Web servers
2596,objectives,expressed,cost function
2597,discussion,considers,single input requests
2598,cost that,attempt,response time
2599,brief control theory one,start,optimal resource allocation
2600,control,generates,operating look ahead conditions
2601,cost function,minimized,system dynamics
2602,One,based_on,subject  constrains
2603,Then  we,study,function
2604,we,solve,Eq
2605,We,define,adjoint  cost
2606,then  we,construct,costate state Lagrange
2607,Thus  we,define,two point boundary
2608,forward  costate,develops,backward  time
2609,Now  we,turn,single input requests
2610,controller,uses,future  environment
2611,task,solved_as,initial state regulation control
2612,We,use,simple queuing model
2613,Requests,processed_on,FCFS processor basis
2614,We,assume,priori
2615,instead  we,use,arrival time
2616,processor,operate_at,frequencies
2617,when  processor,operates_at,highest  range
2618,behavior,modeled_as,discrete time state equation
2619,energy both,want,service
2620,both,affect,the
2621,function,captures,well response time
2622,it,expressed_as,quadratic response time
2623,We,have,control quadratic
2624,trajectory,corresponding_to,control u
2625,pair,minimizes,Eq
2626,based cloud applications,is,complex  workflow
2627,based cloud applications,require,the
2628,virtual  machine,support_several,several  applications
2629,application,consist_of_multiple,multiple  threads
2630,scheduling,supports,the
2631,virtual communication link,multiplexed_among,virtual  flow
2632,when scheduling access,addressed_by,resources
2633,Figure,identifies_several,two resource allocation dimensions
2634,systems,require_strict,strict
2635,First  we,discuss,min fairness criterion
2636,bandwidth  who,shared_among,equal  rights
2637,user,requests,amount Bi
2638,following max min conditions,satisfied_by,fair  allocation
2639,condition allocation C1,is,current  allocation
2640,When  we,remove,minimum allocation Bmin
2641,amount,minimize,respectively time the
2642,requirements,differ_for_different,different scheduling policies
2643,applications,require,such QoS guarantees
2644,applications,have_soft,maximum time delay
2645,Applications,use,so time future
2646,thread,given,round robin scheduling
2647,threads,allowed,FCFS SJF algorithms
2648,deadline,used_for_real,real time applications
2649,Integration,discussed_in,three  56
2650,algorithms,proposed,integrated  scheduling
2651,Next  we,discuss,special computer clouds
2652,algorithms,illustrate,particular multimedia applications
2653,managers,cooperate,same power SLAs
2654,processors,support_dynamic,dynamic energy saving
2655,Indeed energy dissipation,scales,quadratically supply voltage
2656,management,controls,thus instruction execution
2657,linearly CPU clock effect,decreases,lower clock frequency
2658,frequency,controlled_by,blades power manager
2659,firmware,adjusts,clock frequency
2660,approach,based_on_several,joint utility power
2661,manager,consists_of,per blade power
2662,negotiation,manager,two  agents
2663,WebSphere Extended that,use,periodically resource allocation targets
2664,that,supports,individual Web applications
2665,blade,serve,"1,000 msec limit"
2666,110  processor,runs_at,highest  frequency
2667,110  processor,runs,110  Watts
2668,types,conducted,experiments
2669,when response dependency,turned,learning  models
2670,when  dependence,determined,power consumption
2671,power,led_to,specifically  experiments
2672,when  pk,decreases,110  watts
2673,rapidly  load,increases,given  powercap
2674,machine learning machine algorithm,based_on,third Reinforcement Learning 349
2675,users,allocated_in,specific  resources
2676,users,get_maximum,maximum  benefit
2677,Indeed CPU application,needs_specific,specific ofmain memory
2678,models,generated,economic  models
2679,participants,called_combinatorial,items
2680,participants,bid,which
2681,auctions,provide,simple cloud resource allocation
2682,333,discussed_in,chapter
2683,current  price,represented_by,auction
2684,prices,consider,auction
2685,prices,set,which
2686,users,provide,desirable  bundles
2687,We,assume,U users
2688,user,expresses,user =
2689,prices,given_by,individual vector p
2690,total user bid,represents,time
2691,process,aims,objective  function
2692,net  value,tailored,maximum amount users
2693,value,measure,total
2694,functions,considered_for,e.g. security risks
2695,algorithm,partitions,two disjoint W
2696,such Vickey Clarke- criteria,fail,such Vickey Clarke- criteria
2697,price,exceeds,the
2698,winners,pay,same resource price
2699,clearly  unit,at,resource pool
2700,system awards,expresses,only  resources
2701,bid,exceeds,final
2702,winners,states,expensive  bundles
2703,winners,get,least  expensive
2704,losers,states,final  price
2705,ASCA participants,specify,time slot
2706,demand,mean,offer
2707,demand,exceed,the
2708,0  auctioneer,is_larger,new  price
2709,algorithm,satisfies,conditions
2710,6.3  users,discover,uniform resource prices
2711,slight  algorithm,is,multiple user rounds
2712,algorithm,involves,user
2713,user proxies,address,actual proxies Figure
2714,proxies,adjust,automatically  proxies
2715,notation,means,max
2716,only optimization participants,guaranteed,same  time
2717,Nevertheless clock algorithm,finds,only  feasible
2718,algorithm,guarantee,optimality
2719,authors,implemented,internal  Google
2720,system,show,substantial  improvements
2721,algorithm,supports,resource bundling
2722,random  participants,arrive_at_random,same  time
2723,participants,react,bid
2724,this,adds_to,response
2725,demand,is,periodic  auctions
2726,which,guarantees,existing  application
2727,closed loop control we,saw,control theory allocation
2728,we,assimilate,closed loop control system
2729,we,apply,control theory principles
2730,we,discuss,entire control theory cloud
2731,management,based_on,two service Figure
2732,controllers,use,the
2733,stability,related_to,output
2734,amount,becomes,useful  applications
2735,most,occupied_by,management functions
2736,small  change,leads,controllers
2737,which,occur,when  input
2738,types,used_in_autonomic,Markovian decision models
2739,Lessons,learned_from,experiments
2740,types,discussed_in,109
2741,actions,carried,control system
2742,only  performance,carried,system
2743,controlled  system,measure,which
2744,system,occurs,workload
2745,allocation  deallocation,cause,other  threshold
2746,this,represent,instability
2747,function,relates,service
2748,agreement,specifies,specific performance metrics
2749,Sometimes  quality,translates,services
2750,when  SLA,specifies,explicitly  this
2751,when performance metrics,shows,6.4  case
2752,lower  reward,corresponds_to,< R R1
2753,instead  provider,pays,small
2754,which,captures,this
2755,quadratic  we,approximated_by,Section
2756,we,discuss,autonomic  management
2757,cloud,assume,k Nk applications
2758,cloud,providing,different
2759,delay that,see,next  Figure
2760,single  that,assume,DVFS supply model
2761,that,runs_at,discrete supply voltages
2762,problem,involves,five
2763,variables,listed,optimization Table
2764,parameters,shown_in,Table
2765,traffic,equals,predicted class k class
2766,more  i,allocated,workload
2767,Nk,assigned_to_active,active  servers
2768,decision approach,make,realistic resource management strategy
2769,sensors,measure,the
2770,actuators,transmit,necessary  actions
2771,actuators,carry,necessary
2772,80  cloud,stops,additional  load
2773,user requests,denied,additional SLA limits
2774,Thresholds,used_in,predefined control range
2775,threshold,based_on,time interval
2776,high  threshold,force,threshold activities
2777,threshold,encourage_additional,additional  activities
2778,granularity,refers,system
2779,accuracy,means,implementation
2780,detailed  information,used,system state
2781,accuracy,means,parameters
2782,Application,discussed,proportional resource 217
2783,questions,related_to,one
2784,two  that,seems,cloud
2785,cloud controller,have,rough cloud state
2786,some,has,information
2787,VM,allow,available VMM level sensors
2788,we,have,goodness
2789,strategy,reduces,the
2790,authors,adopt,pragmatic  approach
2791,arguments,report,oriented Web server
2792,average  value,vms,high time threshold
2793,average  value,exceeds,current time high
2794,average  value,release,low time threshold
2795,average  value,falls,current CPU slice
2796,thresholds,perform,static  ones
2797,such  results,have,realistic  environment
2798,Moreover  results,convincing,integral control equations
2799,servers,communicate,specialized  networks
2800,chapter,starts_with,basic packet Sections
2801,transformational  changes,surveyed,Section
2802,Section,covers,initial congestion control TCP
2803,Models,analyzed,network resource Section
2804,topologies,discussed_in,storage area Sections
2805,networks,presented_in,free world Sections
2806,Finally  Section,is_devoted,7.12 epidemic algorithms
2807,then destination datagram,allows,then destination which
2808,network,identify,first destination network
2809,logical network interface,has,physical  address
2810,IP address,assigned,dynamically  network
2811,different  phone,get,different differentWi Fi networks
2812,addresswhen,connected_to_different,different  networks
2813,phone,get_different,different  IP
2814,when IP host,have_multiple,multiple  networks
2815,Internet,based_on,TCP IP protocol Figure
2816,packets,captures,Internet destination
2817,packets,reach,Internet the
2818,IP,ensures,datagrams destination datagrams
2819,when  packet,means,packet
2820,when  packet,drop,packet
2821,Internet,uses,two connectionless datagram protocol
2822,header,contains,sufficient  destination
2823,error checking,assumes,either error application
2824,Datagrams,arrive_out,order
2825,Applications,include,such Internet Protocol television
2826,packet,reaches,destination
2827,that,delivered_to,logical communication Figure
2828,processes,use,abstraction  network
2829,socket,manages,outgoing  messages
2830,TCP,provides_reliable,one destination system
2831,application,sends,logical communication link
2832,sliding flow control sender,uses,receiver
2833,receiver,allows,process segments
2834,network,has,finite data
2835,we,witness_undesirable,capacity
2836,routers,start,packets
2837,TCP,uses_several,several congestion Section
2838,data that,control,max min fair flows
2839,acknowledgment,used,network sender
2840,policies,based_on,four  algorithms
2841,algorithms,use_local,round congestion control policies
2842,process networking communication,shows,significant  overhead
2843,process  communication,incurs,significant
2844,raw  speed,reach,fiber optic fiber channels
2845,This,has_important,important computer clouds
2846,access,provided,cloud
2847,thus  we,start,important  concept
2848,which,consists_of,necessary datagram network
2849,where end user systems,has,bandwidth communication channels
2850,architecture,describes,protocol communication
2851,We,use,such network phone
2852,e.g.  layer,means,adjacent  layers
2853,e.g.  layer,communicate_with,adjacent  layers
2854,this,justifies,term protocol Figure
2855,Physically sender data,flows_down,application layer
2856,streams,pushed_through,electrical communication signals
2857,bits,passed,then network layer
2858,where  packet,decides,local area router
2859,Then data link layer,encapsulates,next communication hop
2860,then bit stream,passed_to,physical  Figure
2861,receiving data,flows,upward application layer
2862,protocol,communicates,logically protocol system
2863,transport hostB.On,communicates_with,transport receiver
2864,up application layer,encapsulates,sending network layer
2865,that,information_as,only information peer
2866,data unit,carries,decapsulation
2867,layer,includes,sending data link network
2868,network layer payload,includes,transport layer application layer header
2869,Lawrence who,traced,rather circuit switching
2870,when Ivan Sutherland,encouraged,Research Projects Agency
2871,early Leonard Kleinrock,developed,switching packet networks
2872,Kleinrock,published,first  1964
2873,1968  DARPA,released,packet switches
2874,group,won,Bolt contract
2875,teams,played,architectural Leonard design
2876,idea,introduced_by,first architecture 1972
2877,collaboration,led_to,TCP Vint IP
2878,groups,won,TCP DARPA IP
2879,BBN,installed,first  UCLA
2880,nodes,added_at,UC Santa Utah
2881,personal network computers,allowed,1980s
2882,computers,connected_to,Internet
2883,System,invented_by,USC Paul ISI
2884,DNS,permitted,hierarchical Internet address
2885,Berkeley,rewrote,TCP Unix BSD system
2886,Dennis Jennings,started,research NSFNET communities
2887,users,allow,based users systems
2888,Table,summarizes,7.1  metrics
2889,statistics,collected_from,billion  crawl
2890,which,uses,congestion
2891,which,supports,mechanisms
2892,we,analyze,problem
2893,we,reviewtwo_important,important flow control
2894,TCP,seeks,fair network bandwidth
2895,TCP,uses,sliding flow control protocol
2896,where  MSS,denote,maximum segment size
2897,many  quantity,depends_on,network
2898,when window receiver,specifies,new  data
2899,When  receiver,advertises,window
2900,sender,stops,data
2901,subsequent window size update,used,receiver
2902,sender,sends,small  packet
2903,receiver,responds_by,new window size
2904,flow sender,attempts,available network network
2905,source,uses,congestion
2906,awnd,denotes,receiver window
2907,algorithms,used,1988
2908,sender,probes,spare  loss
2909,sender,means,times  MSS
2910,sender,starts_with,times  MSS
2911,congestion window,acknowledged,effectively  RTT
2912,When congestion window,cwnd,threshold
2913,algorithm,enters,congestion
2914,time,motivated_by,fact
2915,system,enters_in,slow start =
2916,W  pattern,changed,Internet
2917,Measurements,show,average Internet connection
2918,strategies,developed,Internet
2919,two  browsers,open,startup aWeb page
2920,Explorer,opens,180  connections
2921,Clearly  strategies,circumvent,considerable congestion overhead
2922,arguments,presented_in,108
2923,latency,dominated_by,RTTs
2924,data transfer,allows,fewer  RTTs
2925,single TCP connection,requires_multiple,single  page
2926,lived Internet that,ensures,large  data
2927,connection,allows_faster,fast  retransmission
2928,TCP latency,reduced_from,466 init_cwnd =
2929,solutions,based,QoS data streaming
2930,data packet flow,discuss,equal  data
2931,which,takes_into,data packet sizes
2932,high data rate flow,ensures,fair link capacity
2933,Packets,classified_into,first  system
2934,queues,serviced,round robin Figure
2935,first  this,maximizes,minimum data data
2936,then  any,maximizes,minimum data rate
2937,Starvation,avoided,expensive  flows
2938,Next  we,review,based Van 1995
2939,same  CBQ,supports,such video streaming
2940,CBQ,aggregates,different  priorities
2941,that,uses_several,class link allocation
2942,7.8  we,see,two  traffic
2943,leaves,considered,tree
2944,two  root,are,Level
2945,then time interior,aims,allocated leaf bandwidth
2946,then time interior,receives,leaf class
2947,distribution,follows,excess congestion avoidance
2948,recent period class,used_more,class bandwidth second
2949,class,used,exactly  class
2950,class,continue,two  examples
2951,kernel,implements,token  CBQ
2952,class,has,assured
2953,class,has,also  ceil
2954,then  parent,examines,advantage children
2955,parent,borrow_from,children
2956,ofmicroprocessor  technologies,is,parallel cloud computing
2957,ofmicroprocessor  technologies,paved,parallel control the
2958,fascinating  developments,have,new  technology
2959,we,discuss,only cloud computing
2960,Internet,evolving_under,own  success
2961,network,supporting,only  the
2962,transport,morphed_into,real multimedia applications
2963,we,examine,two  networks
2964,two  networks,exchange,freely  customers
2965,two  networks,exchange,freely  traffic
2966,network,pays,another
2967,network,paid,which
2968,networks,classified_as,commonly  Tier
2969,network,reach,other  Internet
2970,that,engages_in,other  networks
2971,typically  traffic,billed_by,upstream  provider
2972,that,reduce,per IXPs service
2973,increased  number,improves,tolerance
2974,one network each,consists_of,participating  ISPs
2975,technologies,reshaping,such content delivery Figure
2976,applications,moving_to,cloud
2977,such customers that,consumes,significant network bandwidth
2978,network infrastructure,keep,bandwidth
2979,infrastructure,falling,behind network Figure
2980,Google,initiated,Google Fiber
2981,section,presents_high,high cloud computing
2982,interconnection networks,evolved_at,overall  system
2983,speed,increased_from,1  1997
2984,InfiniBand,has,switched fabric topology
2985,InfiniBand,supports_several,several signaling rates
2986,consumption,depends_on,throughput
2987,architectural  specification,defines_multiple,operational data rates
2988,double data rates,carry,useful  data
2989,specified reactivation time,allows,several  microseconds
2990,reactivation time,vary,link
2991,systems,implement,InfiniBand QDR
2992,InifiniBand fabric,used,storage servers
2993,InfiniBand,has_high,redundant QoS system
2994,InfiniBand,offers,such speed disks
2995,infrastructure,satisfy_several,several  scalability
2996,other speed server,allow_low,similar  speed
2997,same  requirement,ensures,system management
2998,same  requirement,reduces,the
2999,then IP data,receive,final  destination
3000,servers,packed_into,racks
3001,cluster which,connected_to,local communication fabric
3002,Finally interdata center networks,connect,multiple  WSCs
3003,fabric,have_sufficient,bidirectional cloud computing
3004,slower wire delay,scaled,slower processor speed
3005,better  performance,achieved_with_innovative,innovative router architecture
3006,This,motivates,actual  routers
3007,number,distinguishes_low,large radix ports
3008,chips,divide,bandwidth
3009,radix  chips,divide,wide  ports
3010,number,reduced,high radix networks
3011,networks,enjoy,lower  latency
3012,signaling pin bandwidth,increased_by,two  decades
3013,topology,determines,diameter5 interconnection bisection
3014,First  we,introduce,informally  Clos
3015,inverted  which,comes_from,butterfly wings
3016,network,transfers,efficient  route
3017,network,handle,same  time
3018,network,consists_of,two butterfly networks
3019,stage,fused_with,first  output
3020,high performance interconnects,implement,fat tree topology
3021,e.g. Cray XD1,use_low,routers
3022,e.g. Cray XD1,uses,radix-24
3023,latency,lowered,radix  routers
3024,topology,extends,lower Clos cost
3025,side which,adds,global peer subtrees
3026,which,permit,statical
3027,topology,used_in,Cray computers
3028,we,start_with,conventional  butterfly
3029,router,linked_to_more,more  processors
3030,physical  path,reduced,fewer  hops
3031,physical  path,reach,fewer  hops
3032,we,see,4  butterfly
3033,We,combine,single switch S
3034,when  butterfly,senses,adaptively  congestion
3035,flattened traffic butterfly,has_similar,conventional magnitude butterfly
3036,computer clusters,argue,two
3037,cost,reduced,storage area networks
3038,butterfly,reduce,e.g. backplane routers
3039,number,reduces,global  cables
3040,cost,represents,as  80
3041,clouds,support,centric  computing
3042,2013 Internet video,see_in,18  month
3043,amount,has,large user population
3044,networks,offer_fast,fast content communication
3045,CDN,receives,content
3046,content,delivered_to,closest edge server
3047,CDNs,designed,better  security
3048,volume,increases,Internet
3049,CDNs,place_additional,general flash demand
3050,resources,placed,strategically  scalability
3051,when  one,replicated,replicas
3052,placement,reduces,startup time
3053,content provider content that,uses,authoritative client requests
3054,replicated  content,protected_from,cyber  fraud
3055,aCDN,deliver_static,live  demand
3056,caching  changes,refers,caching  technologies
3057,that,maintained,caching  technologies
3058,live  content,refers_to_live,real media server
3059,streaming content media,support_static,live content demand
3060,company,evolved_from,MIT network traffic
3061,Akamai,placed,71 Akamai inception
3062,Akamai,controlled,85  market
3063,Akamai,mirrors,strategically  Internet
3064,IP address,is,rather Akamai server
3065,Then Akamai server,picked,automatically end user
3066,Limelight which,are_several,on  video
3067,infrastructure,uses,different CDN fair
3068,SOCKS Array Routing Protocol,described,succinctly Cache 285
3069,caches,exchange,ICP
3070,HTCP,used,cache activity
3071,called network core,play,active content delivery
3072,other network approach,requires,predefined user policies
3073,strategy,based,multiple end user
3074,second network core elements,redirect,content type access
3075,CDNs,use,strategies
3076,problem,solved_with_suboptimal,suboptimal network inputs
3077,servers,replicate,entire origin server
3078,partial site selection,retrieve,origin edge
3079,objects,replicated,caches heuristics
3080,management,depends_on,cache cache policies
3081,CDNs,use_several,on content demand
3082,routing,request,users
3083,perceived replica server load,taken,request
3084,edge servers,assumes,similar  content
3085,edge servers,have_similar,similar  characteristics
3086,algorithms,perform,current  system
3087,algorithm,takes_into,available replica server
3088,service that,exploit,balancing edge policy
3089,several edge servers,connected,which
3090,multiple DNS server,returns,IP
3091,Web server,includes_in,edge server
3092,several routing table,requires,host
3093,same IP address,assigned_to_several,several  hosts
3094,table,contains,the
3095,Cache,hit,ratio
3096,which,based_on,perceived response time
3097,CDNs,face_considerable,such data smartphones
3098,streaming,requires,bandwidth  space
3099,concept,introduced_in,content service 226
3100,CSNs,are,infrastructure processing
3101,networks,prove,useful cloud computing
3102,distribution,follows,free power law
3103,physical  systems,interconnected_by,free  network
3104,social power grid,confirm,generating Western United case
3105,grid,has,generating Western United stations
3106,closer power law,approximates,3  distribution
3107,few  vertices,have,large  Figure
3108,most,have,same
3109,it,has,fact
3110,free  networks,shown,favorable  attacks
3111,networks,have_remarkable,random  40
3112,moments,play,important power law network
3113,only vertex vertices,destroyed,average vertex degree
3114,free  networks,make,peer interconnection peer
3115,Table,shows,large  network
3116,majority,connected_to,directly  vertices
3117,free  network,conclude,ideal  cloud
3118,we,generate,desired  topology
3119,when  nodes,pay,virtual  interconnect
3120,Vertex  i,has,compact  set
3121,new graph degrees,want,power law distribution
3122,We,select,probability
3123,given  i,connected,given  vertices
3124,generating  function,written_as,gi
3125,graph,has,power law distribution
3126,we,see,unique GSF graph
3127,multiple  vertices,reflects,same  degree
3128,Next  we,discuss,random  walks
3129,strategy,based_on_biased,random  walks
3130,walks,reported_to,such bemore flooding
3131,.We,choose,j i
3132,Then  we,have,pi
3133,algorithm,adopts,adjustable equilibrium 140
3134,algorithm,based_on_random,random walk Metropolis
3135,scheme,presented_in,adjustable overlay 319
3136,method,based_on,based peer 181
3137,algorithm,based_on,"random power law 140,212"
3138,estimation,analyzed_in,empirical degree 86
3139,Several  measures,exist_for,random trace distance
3140,one,requires,earlier  vertices
3141,one  vertices,see,actual degree distribution
3142,one  vertices,represent,large power law network
3143,SAN,consists_of,communication infrastructure
3144,responsible transmission FC-0,uses,point fiber connections
3145,necessary handshake procedures,send,pulses
3146,FC-1,controls,serial clock information
3147,FC-1,ensures,data transport characters
3148,FC-2,handles,communication fabric
3149,frames,supports_multiple,available  set
3150,sets,assigned,associated  alias
3151,FC,supports_several,several  service
3152,same  frames,ensure,two  devices
3153,fabric,guarantee,order
3154,fabric,relies_on_upper,upper frame sequence
3155,QoS,intended_for,multimedia applications
3156,device,has,unique  physical
3157,FC device,has,unique  ID
3158,switch,assigns,dynamically port addresses
3159,fabric operating which,assigns,switch
3160,format,shown_infigure,inFigure
3161,Zoning,permits_finer,switched  fabric
3162,members,communicate_within,same  zone
3163,It,used,NT UNIX environment
3164,protocols,used_for,SANs
3165,IP  transmission,allows,IP tunneling
3166,transmission,using,IP network
3167,network protocol,allows,untrusted delivery network
3168,normally  firewall,allows,normally  protocol
3169,often proxy that,used_for,restricted  connectivity
3170,that,supports,FC storage Internet
3171,iFCP,replaces,TCP Fibre Channel IP
3172,Fibre Channel devices,connect,iFCP gateway
3173,session,terminated_at,TCP IP iFCP
3174,algorithms,mimic,e.g. topology information
3175,classes,exist,distributed epidemic system
3176,system,know,specific  information
3177,system,knows,specific  information
3178,system,knows,specific  information
3179,entire  population,remains_in,state
3180,individuals,have,equal
3181,algorithms,based_on,1927
3182,model,assumes,following
3183,infectious  size,assumes,population
3184,dynamics,captured,model
3185,still  epidemics,allows,outside  infections
3186,such γ networks,follows,infinitely epidemic algorithms
3187,property,is,such control networks
3188,virtual overlay that,connected_by_virtual,physical  links
3189,distributed  systems,communicate_through,Internet
3190,network,support,improved QoS Internet
3191,that,manages,overlay network
3192,We,discussed,extensively  processors
3193,virtualization,makes,cloud  interconnect
3194,networks,used,efficient resource management
3195,we,discuss,such cloud networks
3196,virtual cloud interconnects,construct_such,such
3197,we,start,few graph theory
3198,biological computing vertices,described_by,vertices  interactions
3199,number,called,edges vertex
3200,types,investigated,graphs
3201,number,in,vertices
3202,Thismodel,produces,exponential  tail
3203,connectivity,follows,exponentially Poisson k
3204,number,increases,vertices
3205,vertex,connected,vertices
3206,fraction,rewired,edges
3207,degree distribution,called,power law
3208,degree distribution,follows,power
3209,models,referred_to,Erd R ny
3210,Traditionally connection topology,assumed,network
3211,random path graphs,clustered,characteristic path length
3212,random  graphs,exhibit_low,low  clustering
3213,connected ma network,have,neighbors
3214,Clearly  C,measures,network
3215,D. Watts,studied,small Watts Strogatz 370
3216,networks,have_many,sparse  danger
3217,that,caused_by,vertices
3218,small  addition,has,highly  nonlinear
3219,addition,affects,also distance distance neighbors
3220,shortcut,replaces,clustered  neighborhood
3221,4.3 billion 4.3 that,provides,4.3 billion 4.3 addresses
3222,Indeed Assigned Numbers Authority,assigned,fresh Internet addresses
3223,Each,represents,possible 16.7 addresses
3224,Protocol,provides,addressing  2128
3225,IPv6,implement_traditional,therefore broadcast addresses
3226,new multicast group which,supports_new,interdomain  solutions
3227,when  hosts,configure,ICMPv6 router discovery messages
3228,host,sends,local router solicitation multicast
3229,router advertisement that,respond_to,configuration parameters
3230,protocols,operate_at,TCP IP suite
3231,IPsec,uses_several,several
3232,Headers,supports,connectionless
3233,Security Associations,provides,AH ESP operations
3234,us,allows,IPv6
3235,us,explain,the
3236,scheme,supports,10 billion 10 phones
3237,we,have_fewer,available  that
3238,available area numbers,wasted,given  area
3239,we,use,geographic area proximity
3240,large  organizations,use_private,five phone digits
3241,public phone number,translate,three digit extension
3242,Analogously Network Address Translation,allows,private IP addresses
3243,NAT,work,such  VoIP
3244,Skype STUN applications,work,well  NAT
3245,SSLVPN,supports,VPN NAT
3246,we,need_new,new
3247,much phone number,need_new,new phone books
3248,Similarly IPv6 migration,involves,applications
3249,backward  organization,requires_backward,complete IPv4 infrastructure
3250,organization,maintain,complete  IPv4
3251,steadily  adoption,investigated,large  deployments
3252,we,see,IPv6
3253,IPv6 deployment,is,absent consumer access networks
3254,Brief History,accessed,brief history internet
3255,book,gives,computer networks
3256,law,discussed_in,251
3257,algorithm,introduced_by,Van 125
3258,topology,analyzed_in,system 321
3259,treatment,found_in,storage area 347
3260,graphs,analyzed_in,"53,116"
3261,applications,described_by,"Barab 12,39"
3262,networks,introduced,370
3263,applications,presented_in,"149,180,181"
3264,references,are,chapter
3265,survey,found_in,distributed file 316
3266,2  4,defined,RFCs
3267,Version,added,many file replies
3268,new  version,allowed,when file directory
3269,Version,borrowed,few File System
3270,2 NFS WebNFS,enables,easily Web browsers
3271,AFS,developed_at,IBM
3272,it,developed_as,further name 2000
3273,165,developed_at,UC mid-1980s
3274,Locus,developed_at,early  1980s
3275,development,continued_by,Locus Computing Corporation
3276,Apollo,developed_at,Apollo Computer HP
3277,System,developed_at,Bell mid-1980s
3278,documentation,given,caching  GPFS
3279,generations,developed_through,different  years
3280,IBM,released,Information Management System
3281,where  data,based_on,linked  data
3282,RDBMS  model,introduced_in,Codd
3283,related  records,linked,unique  key
3284,Codd,introduced,also tuple calculus
3285,this,led_to,Structured Query Language
3286,Ingres research project,developed,UC an
3287,several  companies,established,commercial Ingres project
3288,DB2,dominated,later RDBMS 1980s
3289,TheOracleCorporation,involved_in,also  RDBMS
3290,ACID,defined_by,156
3291,ACID,introduced_in,156
3292,oriented database management information,led_to,objects
3293,ideas,helped,commercial MCC products
3294,systems,emerged_in,2000s
3295,systems,follow,tolerant ACID architecture
3296,system,has,large data capacity
3297,capacity,handles,23 billion 23 transactions
3298,system,supports,limited consistency Figure
3299,well  that,supports,drastically response time
3300,that,allow,system
3301,version,require,single Paxos master
3302,Instead  node,initiate,symmetric  peers
3303,Data,partitioned,excessive entity groups
3304,ground,reflected_in,also data model
3305,entry,declared_in,named  properties
3306,key,created_as,entry properties
3307,entity,reference,special entity root table
3308,group,consists_of,primary reference group
3309,system,makes_extensive,extensive  BigTable
